"","GeneName"
"4424","Syt9"
"4425","Map2k4"
"4426","Nyap1"
"4427","D11Wsu47e"
"4428","Nol12"
"4429","Ppp1r35"
"4430","Ache"
"4431","Pick1"
"4432","Pom121"
"4433","Mgat3"
"4434","Gm10863"
"4435","Zdhhc17"
"4436","Socs2"
"4437","Aimp2"
"4438","Adck5"
"4439","Amz1"
"4440","Zfand2a"
"4441","Eif3d"
"4442","Foxk1"
"4443","Ccz1"
"4444","Fam118a"
"4445","D130051D11Rik"
"4446","Prim1"
"4447","Setd1b"
"4448","Acad12"
"4449","Mapt"
"4450","Coq10a"
"4451","A430046D13Rik"
"4452","Hexim1"
"4453","Rasal1"
"4454","Mchr1"
"4455","Ddx42"
"4456","Gm42469"
"4457","Lemd3"
"4458","Tbk1"
"4459","Srebf2"
"4460","Rimbp2"
"4461","Ldoc1l"
"4462","Tsfm"
"4463","Zfp664"
"4464","Ddx55"
"4465","Ogfod2"
"4466","Scube1"
"4467","Bri3bp"
"4468","Ikzf4"
"4469","Lmtk2"
"4470","Nptx2"
"4471","Rexo1"
"4472","Rims2"
"4473","Lrp12"
"4474","Nudcd1"
"4475","Slc39a3"
"4476","Thop1"
"4477","Mkln1"
"4478","Samd12"
"4479","Zc3hc1"
"4480","Plk5"
"4481","Mier2"
"4482","Rfng"
"4483","Rac3"
"4484","Lrrc45"
"4485","Reep6"
"4486","March11"
"4487","Wdr18"
"4488","Zfp398"
"4489","Mrpl12"
"4490","AI854703"
"4491","Zfat"
"4492","Fam135b"
"4493","Pds5b"
"4494","Uhrf1bp1l"
"4495","Efr3a"
"4496","Gga3"
"4497","Wasf3"
"4498","Armc7"
"4499","Puf60"
"4500","Bud31"
"4501","Trrap"
"4502","Tsta3"
"4503","Ica1"
"4504","Gm3294"
"4505","Zfp938"
"4506","Wasl"
"4507","B630005N14Rik"
"4508","Ube2o"
"4509","Fam3c"
"4510","Rnf157"
"4511","Met"
"4512","Ric8b"
"4513","Nmt1"
"4514","Plbd2"
"4515","Adra2c"
"4516","Vwa5b2"
"4517","Htt"
"4518","Chrd"
"4519","Tmem41a"
"4520","Senp2"
"4521","Ddhd2"
"4522","Tra2b"
"4523","Etv5"
"4524","Lsm1"
"4525","Kcnu1"
"4526","Zfyve28"
"4527","Evc2"
"4528","Abcc1"
"4529","Ugdh"
"4530","Top3b"
"4531","Pi4ka"
"4532","Wfs1"
"4533","Anapc4"
"4534","Ldb2"
"4535","Sept5"
"4536","Nsg1"
"4537","Slc7a4"
"4538","Fopnl"
"4539","Pisd"
"4540","Nrbp1"
"4541","Adam22"
"4542","Sorbs2"
"4543","Med24"
"4544","Cdk14"
"4545","Krit1"
"4546","Cenpu"
"4547","Noc2l"
"4548","Klhl17"
"4549","Med1"
"4550","Lasp1"
"4551","Wdr17"
"4552","Zfp703"
"4553","Rundc3b"
"4554","Pmpcb"
"4555","Mb21d2"
"4556","Atp13a3"
"4557","Dlg1"
"4558","Insig1"
"4559","Paxip1"
"4560","Kmt2e"
"4561","Lonrf1"
"4562","Zdhhc2"
"4563","Mtmr7"
"4564","Guf1"
"4565","Srrd"
"4566","Asic1"
"4567","E130006D01Rik"
"4568","Gpatch8"
"4569","Mcrs1"
"4570","5330439K02Rik"
"4571","Retn"
"4572","Gm26808"
"4573","Pou6f1"
"4574","Gak"
"4575","Pcgf3"
"4576","Zfp932"
"4577","Acvr1b"
"4578","Nos1"
"4579","Arid2"
"4580","Cit"
"4581","Coq5"
"4582","Mlec"
"4583","4930415O20Rik"
"4584","Svop"
"4585","Ccdc65"
"4586","Nckipsd"
"4587","Elavl1"
"4588","A330009N23Rik"
"4589","Cers4"
"4590","Crebbp"
"4591","Srl"
"4592","Adamts3"
"4593","Cdip1"
"4594","Dlgap2"
"4595","Tmem186"
"4596","Cntnap1"
"4597","Usp7"
"4598","Csmd1"
"4599","C530008M17Rik"
"4600","Exoc1"
"4601","Mcph1"
"4602","Fip1l1"
"4603","Grin2a"
"4604","Mrpl1"
"4605","Paqr3"
"4606","Dr1"
"4607","Mtf2"
"4608","Dusp3"
"4609","Krt77"
"4610","Dmp1"
"4611","Hsd17b11"
"4612","Helq"
"4613","Pcbp2"
"4614","Nbr1"
"4615","Hnrnpd"
"4616","Bmp3"
"4617","Mturn"
"4618","Acap3"
"4619","Nipbl"
"4620","Vopp1"
"4621","Acadsb"
"4622","Bub3"
"4623","Zfp141"
"4624","Sirt5"
"4625","Nkx1-2"
"4626","Gfod1"
"4627","Lrp3"
"4628","Fank1"
"4629","Paip1"
"4630","Pak1ip1"
"4631","Tmem147"
"4632","Adam12"
"4633","Bloc1s5"
"4634","Tacc2"
"4635","Orai3"
"4636","Zfp668"
"4637","Trpm4"
"4638","Pik3r1"
"4639","Ctu1"
"4640","Trim23"
"4641","Fam8a1"
"4642","Rbm24"
"4643","Nup62"
"4644","Syt3"
"4645","Pde4d"
"4646","Med25"
"4647","Mamstr"
"4648","Psenen"
"4649","Zfp607"
"4650","Map3k10"
"4651","Kcnf1"
"4652","4732471J01Rik"
"4653","Fbl"
"4654","Megf8"
"4655","Irgq"
"4656","Smg9"
"4657","Nap1l4"
"4658","Kcnn4"
"4659","Zfp112"
"4660","Cys1"
"4661","Shank2"
"4662","Asap2"
"4663","Dyrk1b"
"4664","Supt5"
"4665","Arhgap33"
"4666","Nfkbid"
"4667","Dnmt3a"
"4668","Zfp260"
"4669","Eid2b"
"4670","Dpf1"
"4671","Psmd8"
"4672","Hnrnpl"
"4673","Mark4"
"4674","Smn1"
"4675","Arl6ip1"
"4676","Smg1"
"4677","Exoc3"
"4678","Wdr73"
"4679","Blm"
"4680","Ddx41"
"4681","Dok3"
"4682","Kif7"
"4683","Prelid1"
"4684","Rab24"
"4685","Nsd1"
"4686","Man2a2"
"4687","Nucb2"
"4688","Papd7"
"4689","Mrpl17"
"4690","Smpd1"
"4691","Cckbr"
"4692","Fam160a2"
"4693","Xrra1"
"4694","Map6"
"4695","Plekha7"
"4696","Tmem41b"
"4697","Zfp712"
"4698","Sbf2"
"4699","Nars2"
"4700","Tenm4"
"4701","Tmem126a"
"4702","Crebzf"
"4703","Ipo7"
"4704","Mblac2"
"4705","RP24-274B19.1"
"4706","A230006K03Rik"
"4707","Fancf"
"4708","Hps5"
"4709","Sergef"
"4710","1700008J07Rik"
"4711","Wnk2"
"4712","Scamp1"
"4713","Gga2"
"4714","A730056A06Rik"
"4715","Otud7a"
"4716","RP23-474J16.2"
"4717","Lins1"
"4718","Atxn2l"
"4719","Cmya5"
"4720","Gm26793"
"4721","Cd3eap"
"4722","Sh3yl1"
"4723","Cntn4"
"4724","Chl1"
"4725","Ppp4r4"
"4726","Tbata"
"4727","Arl6ip5"
"4728","Amph"
"4729","Pou6f2"
"4730","Magi1"
"4731","4930507D05Rik"
"4732","Nup210"
"4733","Ddx50"
"4734","Ccar1"
"4735","Rufy2"
"4736","Sar1a"
"4737","Lyst"
"4738","Ascc1"
"4739","Ascc3"
"4740","Spata7"
"4741","Ptpn21"
"4742","Nus1"
"4743","Tdp1"
"4744","Arl8b"
"4745","9030617O03Rik"
"4746","Emc3"
"4747","Creld1"
"4748","Cpne9"
"4749","Gm20604"
"4750","Sec61a1"
"4751","1700003E16Rik"
"4752","Apopt1"
"4753","Cep170b"
"4754","Zfp280b"
"4755","Prmt2"
"4756","Ctnna2"
"4757","Gm9008"
"4758","Cabin1"
"4759","Adarb1"
"4760","Trpm2"
"4761","Grid2"
"4762","Tigd2"
"4763","Tmem121"
"4764","Abtb1"
"4765","Nagk"
"4766","Lrrtm3"
"4767","H1fx"
"4768","Hmces"
"4769","Setd3"
"4770","Aplf"
"4771","Slc25a29"
"4772","Zfp638"
"4773","Chrm3"
"4774","Larp4b"
"4775","B830012L14Rik"
"4776","Mirg"
"4777","Tia1"
"4778","Zmynd11"
"4779","Rad52"
"4780","Zfp444"
"4781","Zfp784"
"4782","Ralgapa1"
"4783","Ssc5d"
"4784","Adgrg6"
"4785","Pnn"
"4786","Peg3"
"4787","Tnnt1"
"4788","Lrfn5"
"4789","Aldh5a1"
"4790","Cnot3"
"4791","Klhdc1"
"4792","Myadm"
"4793","Ahi1"
"4794","Fbxo33"
"4795","Atl1"
"4796","Usp29"
"4797","Eml2"
"4798","Sympk"
"4799","Egln3"
"4800","Hif3a"
"4801","Ccdc9"
"4802","Lats1"
"4803","Dnajb9"
"4804","Tab2"
"4805","Zscan18"
"4806","Nin"
"4807","Map3k9"
"4808","Rbm25"
"4809","Gm10010"
"4810","Acot6"
"4811","Eno2"
"4812","Clstn3"
"4813","Pex5"
"4814","Tmed8"
"4815","Vipas39"
"4816","Pianp"
"4817","Exd2"
"4818","Lrp6"
"4819","Ppm1a"
"4820","Etnk1"
"4821","Ppp2r5e"
"4822","Aebp2"
"4823","Plekha5"
"4824","Wbp11"
"4825","Atf7ip"
"4826","Gm9996"
"4827","Echdc1"
"4828","Abt1"
"4829","Rnf217"
"4830","Ppm1k"
"4831","Pbrm1"
"4832","Kcnma1"
"4833","Bola1"
"4834","Mysm1"
"4835","Ppif"
"4836","Rab11fip4"
"4837","Dync1li2"
"4838","Gm4349"
"4839","Zfp948"
"4840","Slc38a7"
"4841","Rhot1"
"4842","6330562C20Rik"
"4843","Prune"
"4844","Yipf3"
"4845","Zfp687"
"4846","Sgip1"
"4847","Lrrc73"
"4848","Cfap20"
"4849","Pogz"
"4850","Alg6"
"4851","Mllt3"
"4852","Inip"
"4853","Gm42722"
"4854","Atp5f1"
"4855","Rabep1"
"4856","Zfp3"
"4857","Kcnd3os"
"4858","Top2b"
"4859","Inca1"
"4860","Phtf1"
"4861","Rraga"
"4862","Ube2e1"
"4863","Gm26917"
"4864","Ecd"
"4865","Notch2"
"4866","1810062O18Rik"
"4867","Nlk"
"4868","Zdhhc1"
"4869","Ankrd35"
"4870","Arrb2"
"4871","Kdm4c"
"4872","1600002H07Rik"
"4873","Pigs"
"4874","Katnb1"
"4875","B4galt2"
"4876","Ebna1bp2"
"4877","Ash1l"
"4878","Gpt2"
"4879","Ppcs"
"4880","Senp3"
"4881","Ercc6"
"4882","Dhps"
"4883","Tnpo2"
"4884","Kdm6b"
"4885","Asna1"
"4886","Rlf"
"4887","Scmh1"
"4888","Cyld"
"4889","Tox3"
"4890","Polr2c"
"4891","Yipf1"
"4892","Zfyve9"
"4893","Nrd1"
"4894","Gps2"
"4895","Cmpk1"
"4896","Cacna2d3"
"4897","Cacna1d"
"4898","Dnah1"
"4899","Nle1"
"4900","Spaca6"
"4901","Nsun4"
"4902","Gatad2b"
"4903","Fto"
"4904","Rpgrip1l"
"4905","Chrnb2"
"4906","Adar"
"4907","Amfr"
"4908","Pabpc4"
"4909","Tbl3"
"4910","Wdr81"
"4911","Camkk1"
"4912","Dnaja1"
"4913","Rbm34"
"4914","Metap1"
"4915","Bag6"
"4916","Slc43a2"
"4917","Dnajb14"
"4918","Cxxc4"
"4919","Npnt"
"4920","Tbck"
"4921","1110017D15Rik"
"4922","Taf11"
"4923","Sigmar1"
"4924","Nol6"
"4925","Mdn1"
"4926","Lrrc40"
"4927","Slc44a5"
"4928","Pigk"
"4929","AI115009"
"4930","2810455O05Rik"
"4931","Fubp1"
"4932","Adgrl2"
"4933","Smim8"
"4934","Zfp871"
"4935","Neu1"
"4936","Disc1"
"4937","Shpk"
"4938","Ccnc"
"4939","Usp45"
"4940","Pnisr"
"4941","Faxc"
"4942","Ndufaf4"
"4943","Rnf8"
"4944","Tmem67"
"4945","BC030499"
"4946","Vat1l"
"4947","Pitpnm3"
"4948","Gnptg"
"4949","Zfp57"
"4950","Vav3"
"4951","Gm3739"
"4952","Cyb5b"
"4953","Amigo1"
"4954","Nip7"
"4955","Abca1"
"4956","Eme2"
"4957","Abhd6"
"4958","Ptpn3"
"4959","Gstm4"
"4960","Cdh3"
"4961","AI504432"
"4962","Lrif1"
"4963","Fezf2"
"4964","Ikbkap"
"4965","Cdc14a"
"4966","Ppp3r2"
"4967","Rnmtl1"
"4968","Terf2ip"
"4969","Adat1"
"4970","Alpk1"
"4971","Abcf1"
"4972","Timm22"
"4973","Gnl1"
"4974","Zfp1"
"4975","Spag8"
"4976","A930015D03Rik"
"4977","BC023719"
"4978","Ankrd13b"
"4979","Wdr90"
"4980","Tekt1"
"4981","Bcar3"
"4982","Ptbp2"
"4983","Lmf1"
"4984","Cacna1h"
"4985","Farsa"
"4986","Fam229a"
"4987","Gmps"
"4988","Lrpprc"
"4989","Zfp827"
"4990","Setd4"
"4991","Sugp2"
"4992","Col16a1"
"4993","Crtc1"
"4994","Atp13a2"
"4995","Ubr4"
"4996","Son"
"4997","Actl6a"
"4998","Ralbp1"
"4999","Zfp330"
"5000","Slitrk3"
"5001","Trim62"
"5002","Nit2"
"5003","Mcfd2"
"5004","Dffa"
"5005","Rnf19b"
"5006","Zmat3"
"5007","Grik1"
"5008","Nmd3"
"5009","B3galnt1"
"5010","Efna5"
"5011","Ptx3"
"5012","Dscr3"
"5013","Lekr1"
"5014","Exoc5"
"5015","Ddhd1"
"5016","Hp1bp3"
"5017","Gm17315"
"5018","Eps15l1"
"5019","Slc9a1"
"5020","Tmem57"
"5021","Usp43"
"5022","Stpg1"
"5023","Cgrrf1"
"5024","Cox11"
"5025","Morn2"
"5026","Dhx57"
"5027","Plk4"
"5028","Abhd18"
"5029","Wrb"
"5030","Eif2ak2"
"5031","Adamts1"
"5032","Tmem260"
"5033","Sertm1"
"5034","Bbs7"
"5035","Exosc8"
"5036","Arhgap10"
"5037","Supt20"
"5038","Cherp"
"5039","Map1s"
"5040","Ufm1"
"5041","Ankrd50"
"5042","Gm30173"
"5043","Birc6"
"5044","Crim1"
"5045","Slc35e1"
"5046","Naa15"
"5047","Akap1"
"5048","Gm20754"
"5049","Lrrcc1"
"5050","Tmem55b"
"5051","Apex1"
"5052","Plcxd2"
"5053","Parp2"
"5054","Dus3l"
"5055","Arid1b"
"5056","Trim37"
"5057","Icmt"
"5058","Rfx2"
"5059","Gm8797"
"5060","Zfhx4"
"5061","Zkscan6"
"5062","Tspyl2"
"5063","Phka2"
"5064","Etv3"
"5065","Yrdc"
"5066","Maneal"
"5067","Cacna1a"
"5068","Galntl6"
"5069","Faap20"
"5070","Grid1"
"5071","Mfap3l"
"5072","Txlng"
"5073","Tmem181a"
"5074","Med13"
"5075","Dffb"
"5076","Psd3"
"5077","Rere"
"5078","Nceh1"
"5079","A830092H15Rik"
"5080","Slc45a1"
"5081","5730409E04Rik"
"5082","4632415L05Rik"
"5083","Dnajc11"
"5084","Pde7a"
"5085","Tnfrsf25"
"5086","Hnrnpr"
"5087","Ift57"
"5088","Gpr153"
"5089","Habp4"
"5090","Zfp322a"
"5091","Tvp23bos"
"5092","Lysmd3"
"5093","Tmem63c"
"5094","Sdha"
"5095","Arf1"
"5096","Brd9"
"5097","Irf2bpl"
"5098","Rnf187"
"5099","Klf9"
"5100","Gm11273"
"5101","Ddx39b"
"5102","Dlst"
"5103","Uqcrc1"
"5104","Hspa2"
"5105","Ppp1r11"
"5106","Ak3"
"5107","Wnt9a"
"5108","C130071C03Rik"
"5109","Znrd1"
"5110","Nek9"
"5111","Cetn3"
"5112","Gm1976"
"5113","Fbxo11"
"5114","Jak2"
"5115","Nsun2"
"5116","Cbwd1"
"5117","AK157302"
"5118","Cox7a2l"
"5119","Srsf5"
"5120","Ube2ql1"
"5121","Gpatch2l"
"5122","Zfp273"
"5123","Mctp1"
"5124","Pcnx"
"5125","Rgs6"
"5126","4930525G20Rik"
"5127","Psmc1"
"5128","Exosc7"
"5129","Hnrnpa0"
"5130","Unc5a"
"5131","Agpat1"
"5132","Atf6b"
"5133","Ehmt2"
"5134","Kdm5d"
"5135","Mrpl55"
"5136","Zdhhc3"
"5137","Eml4"
"5138","Isca1"
"5139","Ccnh"
"5140","Fars2"
"5141","Mrps10"
"5142","Epm2aip1"
"5143","Slc25a23"
"5144","Vps41"
"5145","Gtf2f1"
"5146","Clpp"
"5147","Sorcs3"
"5148","Stt3b"
"5149","Fkbp1b"
"5150","Tmem11"
"5151","Gm11110"
"5152","Klhl29"
"5153","Eif5a"
"5154","Ccnb1"
"5155","Ddx1"
"5156","Smc6"
"5157","Ndel1"
"5158","Dnajc27"
"5159","Fam178a"
"5160","Gltscr1l"
"5161","Srek1"
"5162","Ubr2"
"5163","Pum2"
"5164","2810032G03Rik"
"5165","1110046J04Rik"
"5166","Golga4"
"5167","Trappc1"
"5168","Chd3os"
"5169","Usp22"
"5170","Nolc1"
"5171","B430218F22Rik"
"5172","Mrps30"
"5173","Hcn1"
"5174","Parp8"
"5175","Skiv2l2"
"5176","Zfp131"
"5177","Ina"
"5178","Ranbp3"
"5179","Atxn1"
"5180","Dtnb"
"5181","Polr2a"
"5182","Fem1a"
"5183","Snrnp48"
"5184","Lrfn2"
"5185","Pcgf6"
"5186","Plcl2"
"5187","Hpcal1"
"5188","Fbxl2"
"5189","Mipol1"
"5190","Klhl18"
"5191","Camta2"
"5192","Ptchd4"
"5193","Ap4s1"
"5194","Tbca"
"5195","Clip4"
"5196","Acvr2b"
"5197","Rpain"
"5198","BC005537"
"5199","Msh3"
"5200","Mnat1"
"5201","Rasa1"
"5202","March5"
"5203","Jkamp"
"5204","Ankrd66"
"5205","Map4"
"5206","Actr10"
"5207","Prdx3"
"5208","Entpd3"
"5209","Trim9"
"5210","Hnrnpll"
"5211","Drd1"
"5212","Fam65b"
"5213","Atg10"
"5214","Morn4"
"5215","Smchd1"
"5216","Myl12b"
"5217","Gid4"
"5218","Chuk"
"5219","Bloc1s2"
"5220","Plcd1"
"5221","Trappc12"
"5222","Ankrd12"
"5223","Cmpk2"
"5224","Pxdn"
"5225","Kidins220"
"5226","Ttbk1"
"5227","Ak6"
"5228","Hif1an"
"5229","Cdk7"
"5230","Dvl2"
"5231","Gm2415"
"5232","Adra2a"
"5233","Gucy2g"
"5234","Simc1"
"5235","Myh10"
"5236","Med9"
"5237","C030034I22Rik"
"5238","Got1"
"5239","Iars"
"5240","Fam150b"
"5241","Nsa2"
"5242","Runx2os1"
"5243","Utp15"
"5244","Ccdc186"
"5245","Cbll1"
"5246","Ankra2"
"5247","Usf3"
"5248","Ankrd33b"
"5249","Rorb"
"5250","Setbp1"
"5251","Bzrap1"
"5252","Atg101"
"5253","Canx"
"5254","Supt4a"
"5255","Prdm15"
"5256","Fignl2"
"5257","Slc4a8"
"5258","Tmem101"
"5259","Mtmr4"
"5260","Zadh2"
"5261","Zfp407"
"5262","Npm1"
"5263","Csrnp2"
"5264","Atxn7l3"
"5265","Ubtf"
"5266","Eif4b"
"5267","Arl4d"
"5268","Pfdn5"
"5269","Donson"
"5270","Tfap4"
"5271","Tubg2"
"5272","Elac1"
"5273","Psme3"
"5274","Cluap1"
"5275","Naa60"
"5276","Zfp597"
"5277","Gm27029"
"5278","Aarsd1"
"5279","Copz1"
"5280","Fhod3"
"5281","Rasgef1c"
"5282","Elp2"
"5283","Tbc1d9b"
"5284","Dyrk1a"
"5285","Epg5"
"5286","Kcnj6"
"5287","Brwd1"
"5288","Cox14"
"5289","Acbd4"
"5290","Usp14"
"5291","Ncaph2"
"5292","Arf2"
"5293","Kansl1"
"5294","Pacs1"
"5295","Sf3b2"
"5296","Zbed4"
"5297","Banf1"
"5298","Fam19a5"
"5299","Gramd4"
"5300","Mllt4"
"5301","Clk4"
"5302","Zfp438"
"5303","Dact2"
"5304","Psmc5"
"5305","AI837181"
"5306","Rasl10b"
"5307","Coro7"
"5308","Snrnp25"
"5309","Smarcd1"
"5310","Prpf40b"
"5311","Ints2"
"5312","Cdh2"
"5313","Dynlt1a"
"5314","Pitpnm1"
"5315","Cacnb3"
"5316","Usp32"
"5317","Slc38a1"
"5318","Impact"
"5319","Yaf2"
"5320","Abcd2"
"5321","Rabl2"
"5322","Eftud2"
"5323","2410004I01Rik"
"5324","Gm6277"
"5325","Rmnd5b"
"5326","Ldlrad4"
"5327","Krt10"
"5328","Ap3s1"
"5329","Pcdhb11"
"5330","Senp7"
"5331","Tomm70a"
"5332","Iqcg"
"5333","Dmxl1"
"5334","Rnf168"
"5335","Smarce1"
"5336","Hsd17b4"
"5337","Hrasls"
"5338","Prr16"
"5339","Fgf12"
"5340","Eif4a2"
"5341","Cadm2"
"5342","Robo2"
"5343","Pdk2"
"5344","Pwwp2a"
"5345","Cblb"
"5346","Ccdc112"
"5347","Kcnn2"
"5348","Pcgf2"
"5349","Psmb3"
"5350","Pcdh1"
"5351","Qtrtd1"
"5352","Cwc25"
"5353","Socs7"
"5354","B230217C12Rik"
"5355","Npepps"
"5356","Lsamp"
"5357","Tagln3"
"5358","Cdk5rap3"
"5359","Msl1"
"5360","Casc3"
"5361","Stxbp5l"
"5362","Rnf145"
"5363","Igfbp4"
"5364","Ephb3"
"5365","Gabrg2"
"5366","St8sia3"
"5367","Ntan1"
"5368","Grp"
"5369","Dexi"
"5370","A830052D11Rik"
"5371","Iws1"
"5372","4930451G09Rik"
"5373","Afg3l2"
"5374","Kat2a"
"5375","Slmo1"
"5376","Spire1"
"5377","Seh1l"
"5378","Mgrn1"
"5379","Mpv17l"
"5380","Hmox2"
"5381","2900011O08Rik"
"5382","Cdc23"
"5383","Lrrc59"
"5384","Hars"
"5385","Camk2n2"
"5386","Ndufa2"
"5387","Ankhd1"
"5388","A730017C20Rik"
"5389","Eif2b5"
"5390","Nrg2"
"5391","Ube2d2a"
"5392","Klhl24"
"5393","Cacna1g"
"5394","Cct8"
"5395","Ankrd40"
"5396","Hira"
"5397","Luc7l3"
"5398","Spag9"
"5399","Mbtd1"
"5400","Wwc1"
"5401","Aifm3"
"5402","Ube2l3"
"5403","Grpel2"
"5404","Cdk13"
"5405","Stub1"
"5406","Vps13b"
"5407","Rab40c"
"5408","Ccdc137"
"5409","Arl16"
"5410","Rab11fip3"
"5411","Azin1"
"5412","Gck"
"5413","Luc7l"
"5414","Phf1"
"5415","Myadml2"
"5416","Kremen1"
"5417","D17Wsu92e"
"5418","Dcaf13"
"5419","Wdyhv1"
"5420","Lyrm7"
"5421","Vstm2a"
"5422","9130401M01Rik"
"5423","Cobl"
"5424","Cpsf7"
"5425","Mrps34"
"5426","BC003965"
"5427","Trps1"
"5428","Usp36"
"5429","Csmd3"
"5430","Timp2"
"5431","Sybu"
"5432","Rbfox3"
"5433","Eif3e"
"5434","Ewsr1"
"5435","2410089E03Rik"
"5436","Nup155"
"5437","Ap1b1"
"5438","Wars"
"5439","Ccnk"
"5440","Sgsm2"
"5441","Ero1lb"
"5442","Mnt"
"5443","E130309D14Rik"
"5444","Ndufv3"
"5445","Papola"
"5446","Akap8"
"5447","Tle4"
"5448","Tbce"
"5449","Zfp799"
"5450","Hecw1"
"5451","Zfp763"
"5452","Pcsk5"
"5453","Eif4enif1"
"5454","Nmrk1"
"5455","AW209491"
"5456","Glrx5"
"5457","D030056L22Rik"
"5458","Ccdc167"
"5459","2610507B11Rik"
"5460","Slc26a8"
"5461","Cabp7"
"5462","Uqcr10"
"5463","Crk"
"5464","Ppard"
"5465","Btbd6"
"5466","Cdca4"
"5467","Fkbp5"
"5468","Gdi2"
"5469","Ppp1r13b"
"5470","Prpf8"
"5471","Bag5"
"5472","Rnf215"
"5473","2810029C07Rik"
"5474","Sec14l2"
"5475","4930539E08Rik"
"5476","Rrp7a"
"5477","Rps2"
"5478","Rapgef6"
"5479","Ppp1r14b"
"5480","Bcl11a"
"5481","Rpl3"
"5482","Cbx6"
"5483","Josd1"
"5484","Tomm22"
"5485","Rps19bp1"
"5486","0610010F05Rik"
"5487","Gga1"
"5488","Fstl4"
"5489","Hspa4"
"5490","Zfp207"
"5491","Aff4"
"5492","Xpo1"
"5493","Cacng2"
"5494","Cox8a"
"5495","Psmd11"
"5496","Cacna1i"
"5497","Ehbp1l1"
"5498","Chd1"
"5499","Pmm1"
"5500","Bptf"
"5501","Nol11"
"5502","Zc3h7b"
"5503","Zfpl1"
"5504","Helz"
"5505","Cdkn2aipnl"
"5506","Sac3d1"
"5507","5730522E02Rik"
"5508","L3mbtl2"
"5509","Ppp2r5b"
"5510","Ppp2ca"
"5511","Mkl1"
"5512","Txn2"
"5513","Mark2"
"5514","Gm9945"
"5515","Nup85"
"5516","Slc46a1"
"5517","Aftph"
"5518","Slc1a4"
"5519","Ago2"
"5520","Caskin1"
"5521","Traf7"
"5522","Asap1"
"5523","Spred2"
"5524","Tsc2"
"5525","Pvt1"
"5526","Mrpl38"
"5527","B3gat3"
"5528","Tmem65"
"5529","Etaa1"
"5530","Incenp"
"5531","Tmem199"
"5532","Nt5c"
"5533","Ift20"
"5534","2210404O09Rik"
"5535","Zrsr1"
"5536","Zfp7"
"5537","Gpt"
"5538","Cyhr1"
"5539","Bop1"
"5540","Paqr4"
"5541","Maf1"
"5542","Srrm2"
"5543","Wdr74"
"5544","Wsb1"
"5545","Pdpk1"
"5546","Stx5a"
"5547","Lyrm9"
"5548","Kctd2"
"5549","Tbc1d24"
"5550","Slc26a6"
"5551","Xkr4"
"5552","Ip6k2"
"5553","Pa2g4"
"5554","Fam198b"
"5555","Etfdh"
"5556","Ppid"
"5557","Rapgef2"
"5558","Kpna4"
"5559","Il12a"
"5560","Ccnl1"
"5561","Camsap3"
"5562","Kcnab1"
"5563","Prr36"
"5564","Slc33a1"
"5565","Timm44"
"5566","Dhx36"
"5567","Rap2b"
"5568","Selt"
"5569","Tsc22d2"
"5570","Arglu1"
"5571","Rnf41"
"5572","Sh3d19"
"5573","Dclk2"
"5574","Tdrkh"
"5575","Llph"
"5576","Gm9774"
"5577","Rassf3"
"5578","Srgap1"
"5579","Tmem5"
"5580","Jtb"
"5581","Tpm3"
"5582","March9"
"5583","Atp2b2"
"5584","Arhgef25"
"5585","Dtx3"
"5586","R3hdm2"
"5587","Slc25a44"
"5588","Gpatch4"
"5589","Ube2q1"
"5590","Dclk1"
"5591","Trpc4"
"5592","Hltf"
"5593","Armc1"
"5594","Whsc1l1"
"5595","Gm2464"
"5596","Snx16"
"5597","Frmpd4"
"5598","Gemin8"
"5599","Dusp26"
"5600","Purg"
"5601","Nhs"
"5602","Map7d2"
"5603","Rps6ka3"
"5604","Ubqln2"
"5605","Cnot7"
"5606","Pcm1"
"5607","Wnk3"
"5608","Tsr2"
"5609","Tmem29"
"5610","Nlgn1"
"5611","Eif5a2"
"5612","Setd7"
"5613","Cars2"
"5614","Arhgef7"
"5615","Noct"
"5616","Fgf2"
"5617","Dcun1d2"
"5618","Upf3a"
"5619","Rfxap"
"5620","Mccc1"
"5621","Atp11b"
"5622","Fbxo25"
"5623","Ttc14"
"5624","Kbtbd11"
"5625","Pex5l"
"5626","Agpat5"
"5627","Prkci"
"5628","Mynn"
"5629","Coprs"
"5630","Lrch2"
"5631","Psmd4"
"5632","Shc2"
"5633","Ndufaf6"
"5634","Ubxn2b"
"5635","Fam110b"
"5636","Med16"
"5637","Srsf11"
"5638","4930570G19Rik"
"5639","Erich3"
"5640","Cryz"
"5641","Abhd17a"
"5642","Csnk1g2"
"5643","Btbd2"
"5644","St6galnac5"
"5645","Usp33"
"5646","Ap3d1"
"5647","Dnajb4"
"5648","Lsm7"
"5649","Ctbs"
"5650","Ssx2ip"
"5651","Map2k2"
"5652","Gm11837"
"5653","Wwp1"
"5654","1810043G02Rik"
"5655","Ube2j1"
"5656","Nr4a3"
"5657","Lrrc20"
"5658","Ncbp1"
"5659","Trmt10b"
"5660","Hint2"
"5661","Hs2st1"
"5662","Ipmk"
"5663","Dnajb5"
"5664","Cntfr"
"5665","Ubap2"
"5666","Chmp5"
"5667","Bag1"
"5668","Toporsos"
"5669","Zfp292"
"5670","Atcay"
"5671","Unc5c"
"5672","Trim33"
"5673","Csde1"
"5674","Man1a2"
"5675","Zfp697"
"5676","Prkab2"
"5677","Acp6"
