,Acinar,Ductal_term,Ductal_CRISP3,Cancer_A,Ductal_MHCII,Cancer_B,mDCs_A,Ductal_APOL1,Tuft,mDCs_B,pDCs,Endocrine,Endothelial,Macro_A,Mast,Macro_B,T_NK,Mono,RBC,Fibro
239,0.12932575,0.085627355,0.09204062,0.2688285,0.29249027,0.06609252,0.04419187,0.016961165,0.003389619,0.000762356,0.000229588,3.85E-05,6.35E-06,1.07E-05,3.60E-06,3.56E-07,2.77E-07,2.75E-07,2.11E-07,1.89E-07
240,0.07912469,0.16877945,0.180414,0.16731589,0.108558,0.18444304,0.057626516,0.024641229,0.0157755,0.007122894,0.002414088,0.001291062,0.00052584,0.001220882,0.0003504,8.79E-05,8.54E-05,8.79E-05,7.13E-05,6.41E-05
241,0.112692885,0.10272136,0.20971093,0.19345082,0.1840077,0.11492629,0.048010908,0.02140272,0.008126974,0.003277261,0.000972289,0.000317282,0.000109625,0.000170597,5.29E-05,1.13E-05,1.03E-05,1.16E-05,8.57E-06,7.65E-06
242,0.08639452,0.089755125,0.1557202,0.22839423,0.2631426,0.094341114,0.05289481,0.021086147,0.005834122,0.001738675,0.000464899,0.000123991,2.87E-05,5.74E-05,1.52E-05,2.00E-06,1.74E-06,1.88E-06,1.42E-06,1.24E-06
243,0.097773336,0.08866341,0.1990792,0.18812877,0.18615198,0.14059418,0.05904803,0.02575777,0.009074079,0.003854278,0.001049606,0.00035306,0.0001231,0.000229777,6.47E-05,1.23E-05,1.14E-05,1.29E-05,9.56E-06,8.47E-06
244,0.120224126,0.11999914,0.16105619,0.17323616,0.19882439,0.13283688,0.0549889,0.023469245,0.00972801,0.003524135,0.001202848,0.000393907,0.000123115,0.000249837,8.03E-05,1.46E-05,1.32E-05,1.42E-05,1.09E-05,9.88E-06
245,0.05761136,0.19373994,0.15766159,0.29853597,0.0765322,0.14992616,0.039772127,0.015426469,0.007359156,0.002367455,0.000580737,0.000242138,6.42E-05,0.000128268,2.95E-05,5.67E-06,5.11E-06,4.78E-06,3.86E-06,3.38E-06
246,0.009642204,0.32816294,0.023565492,0.5579693,0.040816702,0.030460456,0.007187317,0.001666592,0.000492235,3.51E-05,1.48E-06,2.35E-07,7.03E-09,1.16E-08,1.00E-09,3.82E-11,2.69E-11,1.43E-11,1.31E-11,1.08E-11
247,0.061033096,0.22127718,0.02470096,0.4858012,0.07350377,0.09179993,0.029579483,0.009855106,0.002087212,0.000299765,5.13E-05,8.48E-06,6.92E-07,1.49E-06,3.59E-07,2.07E-08,1.56E-08,9.97E-09,8.97E-09,8.21E-09
248,0.023144541,0.11933649,0.1427593,0.32138863,0.07233954,0.23182735,0.060614873,0.019858856,0.00630073,0.001925225,0.000264739,0.00011438,2.40E-05,8.57E-05,1.09E-05,1.13E-06,1.10E-06,9.98E-07,7.94E-07,6.62E-07
249,0.008020659,0.22499534,0.10725789,0.47861403,0.015073773,0.14305809,0.016002525,0.004379628,0.00209661,0.000456713,2.81E-05,1.15E-05,1.49E-06,3.34E-06,2.55E-07,2.77E-08,2.52E-08,1.89E-08,1.56E-08,1.21E-08
250,0.039503586,0.17035118,0.11819495,0.37956578,0.08939801,0.13827169,0.042871803,0.015080983,0.005158143,0.001229888,0.000234757,8.11E-05,1.41E-05,3.48E-05,6.41E-06,7.49E-07,6.65E-07,5.78E-07,4.68E-07,4.04E-07
251,0.1619454,0.06531856,0.13802429,0.14880511,0.3334979,0.081748486,0.047351502,0.01738597,0.004181545,0.001319418,0.000320817,5.86E-05,1.34E-05,1.95E-05,6.16E-06,8.39E-07,6.97E-07,7.45E-07,5.54E-07,4.91E-07
252,0.06942822,0.102081895,0.18401223,0.22616017,0.23555192,0.103706464,0.050412104,0.019789876,0.006256126,0.001909126,0.000435938,0.000134227,3.19E-05,6.59E-05,1.50E-05,2.12E-06,1.91E-06,2.04E-06,1.54E-06,1.33E-06
253,0.101765476,0.1255691,0.23253979,0.1700543,0.17276028,0.118413344,0.045597352,0.019399863,0.008696019,0.003484993,0.000946593,0.000347464,0.000119936,0.000195638,5.45E-05,1.26E-05,1.16E-05,1.28E-05,9.68E-06,8.64E-06
254,0.06342658,0.15534799,0.21253176,0.21133944,0.117184095,0.15593456,0.048361972,0.019771248,0.01007671,0.003942728,0.000997494,0.000464908,0.0001528,0.000319966,7.57E-05,1.63E-05,1.57E-05,1.63E-05,1.27E-05,1.11E-05
255,0.10766066,0.069061704,0.12205626,0.23685999,0.26010272,0.10449906,0.06471738,0.026427306,0.005926013,0.001862991,0.000573088,0.000130215,3.09E-05,6.27E-05,1.96E-05,2.33E-06,1.97E-06,2.13E-06,1.60E-06,1.42E-06
256,0.09510044,0.12122973,0.15650223,0.2113304,0.2041828,0.12197353,0.054282665,0.022552347,0.008544137,0.002799085,0.000883932,0.000289677,7.86E-05,0.000168339,4.90E-05,7.83E-06,7.04E-06,7.42E-06,5.76E-06,5.11E-06
257,0.07350765,0.0694977,0.19013241,0.22726223,0.25417635,0.1005638,0.055172548,0.021922292,0.005390711,0.00180396,0.000379518,0.000101315,2.53E-05,4.72E-05,1.08E-05,1.46E-06,1.30E-06,1.46E-06,1.06E-06,9.12E-07
258,0.09754891,0.10936216,0.16974364,0.21454166,0.18222757,0.13212219,0.056506682,0.024097653,0.008869835,0.003240845,0.001000369,0.000333048,0.000100999,0.000201027,5.92E-05,1.03E-05,9.32E-06,1.01E-05,7.68E-06,6.83E-06
259,0.08552992,0.11987768,0.15779883,0.18510684,0.26001647,0.110112764,0.05181725,0.019785404,0.007079357,0.002039726,0.000526245,0.000157384,3.61E-05,8.39E-05,2.06E-05,2.76E-06,2.46E-06,2.55E-06,1.99E-06,1.76E-06
260,0.107900515,0.15904899,0.12897742,0.23158364,0.19493908,0.104557954,0.044608083,0.01813947,0.007203828,0.001983046,0.000670516,0.000202229,4.59E-05,9.21E-05,2.94E-05,4.47E-06,3.85E-06,3.79E-06,3.03E-06,2.74E-06
261,0.108606815,0.12363663,0.12797107,0.20594124,0.19543754,0.13954483,0.05967152,0.02484264,0.009458321,0.003052759,0.00107951,0.000341613,9.05E-05,0.00021467,6.81E-05,1.01E-05,9.01E-06,9.22E-06,7.32E-06,6.58E-06
262,0.08255846,0.124034956,0.20691521,0.2238824,0.16285193,0.120705605,0.046567988,0.019926779,0.008103704,0.002992307,0.000817864,0.000300907,9.31E-05,0.000165758,4.46E-05,8.89E-06,8.17E-06,8.83E-06,6.67E-06,5.88E-06
263,0.10178638,0.1303713,0.15493672,0.21212448,0.18689138,0.12530433,0.052663587,0.02224618,0.008955613,0.002989578,0.001001208,0.00033585,9.44E-05,0.000195401,6.02E-05,1.02E-05,9.20E-06,9.64E-06,7.52E-06,6.72E-06
264,0.07707642,0.29860905,0.025610901,0.2267624,0.18202583,0.12702316,0.04158609,0.013499646,0.006640958,0.000892161,0.000203523,4.79E-05,3.78E-06,1.39E-05,3.60E-06,1.98E-07,1.55E-07,1.01E-07,9.85E-08,9.37E-08
265,0.0683076,0.3748388,0.08845569,0.43342245,0.008767618,0.01977248,0.00430239,0.001452265,0.000496272,0.000149504,2.64E-05,6.79E-06,1.24E-06,3.84E-07,1.09E-07,4.39E-08,2.85E-08,1.81E-08,1.61E-08,1.48E-08
266,0.025885183,0.22070757,0.101146854,0.38069645,0.0458802,0.17361917,0.03398718,0.011219538,0.005275319,0.001280571,0.000180206,7.19E-05,1.18E-05,3.16E-05,4.56E-06,5.39E-07,4.81E-07,3.91E-07,3.28E-07,2.77E-07
267,0.040574715,0.23903425,0.17377988,0.33581766,0.05117129,0.117506854,0.026276855,0.009308349,0.004731734,0.001374781,0.000245194,0.000103756,2.40E-05,3.81E-05,7.03E-06,1.48E-06,1.32E-06,1.16E-06,9.45E-07,8.04E-07
268,0.01436764,0.23367296,0.002718399,0.6983634,0.041005485,0.006232155,0.002896156,0.000680025,6.16E-05,2.06E-06,8.81E-08,4.09E-09,4.72E-11,4.15E-11,6.35E-12,9.77E-14,5.48E-14,2.04E-14,2.03E-14,1.83E-14
269,0.049625523,0.15995678,0.2082415,0.345214,0.043927208,0.14248101,0.03078485,0.012068796,0.005033026,0.001905153,0.000413782,0.000173404,5.58E-05,8.28E-05,1.80E-05,4.45E-06,4.08E-06,4.07E-06,3.10E-06,2.62E-06
270,0.11882185,0.1464938,0.10044698,0.22831368,0.17845732,0.13337952,0.056919117,0.023689222,0.009068139,0.002653898,0.001069041,0.000323049,7.76E-05,0.000184055,6.56E-05,9.28E-06,8.04E-06,7.71E-06,6.32E-06,5.80E-06
271,0.13199589,0.12282772,0.11351674,0.25124353,0.18779045,0.10784733,0.05197586,0.022238947,0.00714072,0.002143735,0.000840294,0.000220602,5.47E-05,0.000102096,3.85E-05,5.78E-06,4.85E-06,4.89E-06,3.84E-06,3.52E-06
272,0.10931238,0.095554,0.2287758,0.21789265,0.15991955,0.11100764,0.04496236,0.020579964,0.007320367,0.003135632,0.000901804,0.000293158,0.000106798,0.000146063,4.56E-05,1.06E-05,9.57E-06,1.10E-05,7.94E-06,7.07E-06
273,0.111648984,0.17054743,0.18131557,0.15967745,0.11742256,0.1546977,0.053401846,0.023751928,0.014654282,0.006589314,0.002623953,0.001285833,0.000539708,0.001029852,0.000357749,0.000102894,9.62E-05,0.000101319,8.15E-05,7.40E-05
274,0.08016292,0.121600255,0.11019099,0.14274555,0.21219449,0.206046,0.07979348,0.02917641,0.012145708,0.003851446,0.001105111,0.000389538,9.57E-05,0.00037219,8.80E-05,9.90E-06,9.23E-06,8.93E-06,7.44E-06,6.68E-06
275,0.10608466,0.11041139,0.22241442,0.13994849,0.15817204,0.1633522,0.056538716,0.024146155,0.01103276,0.00517811,0.001363686,0.000527078,0.000210473,0.000396507,0.000108785,2.54E-05,2.39E-05,2.68E-05,2.03E-05,1.81E-05
276,0.08439642,0.2543711,0.16965353,0.22496276,0.10114222,0.10281999,0.03501886,0.01385946,0.009003015,0.002929968,0.000958268,0.000437668,0.00012505,0.000197713,6.02E-05,1.58E-05,1.39E-05,1.32E-05,1.10E-05,9.86E-06
277,0.09188744,0.09933161,0.23657599,0.21825998,0.14071333,0.13153754,0.047505878,0.021242093,0.00786911,0.003470036,0.000895015,0.00031882,0.000116187,0.00017769,4.96E-05,1.13E-05,1.04E-05,1.18E-05,8.59E-06,7.58E-06
278,0.11611788,0.13392088,0.17704502,0.14038472,0.18713404,0.14838657,0.05541057,0.02320077,0.01131414,0.004388867,0.001406041,0.00052013,0.00017696,0.000379079,0.000113702,2.29E-05,2.12E-05,2.27E-05,1.78E-05,1.61E-05
279,0.07767633,0.15312877,0.20589286,0.14397639,0.16273768,0.16028643,0.054653984,0.022096494,0.012093478,0.004798774,0.001242058,0.000558137,0.000192047,0.000456371,0.000108359,2.26E-05,2.18E-05,2.29E-05,1.82E-05,1.62E-05
280,0.10133971,0.07137393,0.23752269,0.17647363,0.21615338,0.11435423,0.051054057,0.021437563,0.006497101,0.002829568,0.000603437,0.000173967,5.83E-05,8.67E-05,2.26E-05,4.37E-06,3.97E-06,4.64E-06,3.32E-06,2.90E-06
281,0.099121094,0.15075763,0.15508881,0.18387492,0.20583096,0.12263862,0.049451828,0.019940333,0.008997866,0.002789429,0.000874192,0.000298694,7.80E-05,0.000173815,4.97E-05,8.10E-06,7.32E-06,7.50E-06,5.95E-06,5.32E-06
282,0.08778585,0.16130288,0.02891463,0.37018597,0.13053565,0.13421181,0.06017197,0.021218404,0.00456537,0.000803094,0.000233012,4.49E-05,4.91E-06,1.57E-05,4.83E-06,2.86E-07,2.25E-07,1.62E-07,1.44E-07,1.35E-07
283,0.048345868,0.2012553,0.12807766,0.34807917,0.08510467,0.12871729,0.038219888,0.014131952,0.005952173,0.001545822,0.00034321,0.000127912,2.58E-05,5.49E-05,1.17E-05,1.73E-06,1.52E-06,1.34E-06,1.10E-06,9.57E-07
284,0.034618262,0.32773864,0.008945582,0.5218179,0.042683017,0.047876425,0.011771224,0.003566381,0.000894294,8.01E-05,7.18E-06,8.71E-07,3.40E-08,5.49E-08,1.11E-08,4.08E-10,2.75E-10,1.34E-10,1.33E-10,1.23E-10
285,0.06253697,0.17920914,0.06651146,0.4776442,0.05902178,0.10500014,0.03295674,0.012818112,0.003280201,0.000779381,0.000174509,4.32E-05,7.53E-06,1.21E-05,3.21E-06,4.12E-07,3.38E-07,2.68E-07,2.20E-07,1.97E-07
286,0.06396492,0.439335,0.025582388,0.3041097,0.0395181,0.10099009,0.01675635,0.005966278,0.003152477,0.000533961,7.02E-05,1.61E-05,1.55E-06,2.32E-06,5.63E-07,5.46E-08,4.07E-08,2.38E-08,2.37E-08,2.16E-08
287,0.06146368,0.15145172,0.118972495,0.3411273,0.0605218,0.18668173,0.049185675,0.019913621,0.007074039,0.002419986,0.000653999,0.000246891,6.87E-05,0.000153631,3.83E-05,6.57E-06,5.98E-06,5.51E-06,4.43E-06,3.90E-06
288,0.09509038,0.18253848,0.066017084,0.21595256,0.25209278,0.10923896,0.051596884,0.018343901,0.007077507,0.001370583,0.000465224,0.000122017,1.74E-05,5.45E-05,1.63E-05,1.43E-06,1.21E-06,1.02E-06,8.86E-07,8.13E-07
289,0.11060982,0.14406241,0.11539311,0.2310081,0.22610949,0.09863406,0.04677161,0.018444104,0.006481999,0.001651591,0.000557324,0.000149924,3.06E-05,6.47E-05,2.06E-05,2.68E-06,2.28E-06,2.22E-06,1.78E-06,1.61E-06
290,0.10197089,0.16857056,0.11959169,0.25294566,0.1716237,0.11066686,0.045754664,0.01851908,0.007287923,0.001982074,0.000683046,0.000210327,4.69E-05,9.74E-05,3.10E-05,4.62E-06,3.97E-06,3.79E-06,3.07E-06,2.78E-06
291,0.1106683,0.11390601,0.14304708,0.20774119,0.22167623,0.11592515,0.054133873,0.021991841,0.007438236,0.002316413,0.000732171,0.000208666,5.29E-05,0.000109031,3.29E-05,4.84E-06,4.23E-06,4.40E-06,3.42E-06,3.06E-06
292,0.08897148,0.09756352,0.1519153,0.20036133,0.19658914,0.15378316,0.06774022,0.027986819,0.009710125,0.003532062,0.001043759,0.000346686,0.000100706,0.000245639,6.72E-05,9.91E-06,9.08E-06,9.76E-06,7.50E-06,6.63E-06
293,0.13739485,0.15237954,0.11354774,0.18473445,0.22407581,0.10964303,0.047859102,0.019244652,0.007761559,0.002126315,0.000794378,0.000221126,5.04E-05,0.000107644,3.76E-05,5.45E-06,4.66E-06,4.55E-06,3.68E-06,3.39E-06
294,0.066227965,0.10174069,0.121868275,0.18551089,0.26375753,0.14989176,0.07292717,0.026270472,0.00844857,0.002382139,0.000586638,0.000181736,3.76E-05,0.000129328,2.78E-05,2.72E-06,2.49E-06,2.49E-06,2.00E-06,1.74E-06
295,0.0744723,0.1286901,0.21195011,0.22101396,0.13561574,0.14323814,0.049320154,0.020975495,0.00920783,0.003655953,0.00096554,0.00039462,0.000130174,0.000247756,6.38E-05,1.33E-05,1.25E-05,1.34E-05,1.02E-05,8.95E-06
296,0.054191254,0.12820232,0.2481506,0.20133503,0.13967681,0.15045194,0.047382087,0.018600745,0.007906644,0.00304113,0.000557201,0.000234981,7.03E-05,0.000147296,2.82E-05,5.29E-06,5.11E-06,5.43E-06,4.14E-06,3.54E-06
297,0.07767225,0.13182984,0.23045398,0.1631942,0.1442959,0.15847515,0.05321457,0.022453116,0.011019842,0.004814591,0.001218395,0.00054003,0.000199446,0.000413263,0.000101493,2.29E-05,2.21E-05,2.40E-05,1.86E-05,1.64E-05
298,0.073801644,0.14927106,0.22863297,0.18283087,0.1003571,0.17557365,0.050207186,0.020874405,0.010806852,0.004905773,0.001239187,0.000593286,0.000228016,0.000445866,0.000109779,2.74E-05,2.64E-05,2.78E-05,2.17E-05,1.90E-05
299,0.029522218,0.07174916,0.0013584,0.78163236,0.024148623,0.0586398,0.025237577,0.007377529,0.000305446,2.55E-05,3.25E-06,1.71E-07,4.85E-09,1.69E-08,4.21E-09,4.68E-11,3.05E-11,1.30E-11,1.30E-11,1.24E-11
300,0.014712969,0.17554927,0.08473845,0.35529578,0.02180066,0.29152128,0.03744822,0.011488515,0.005503981,0.001608081,0.000175392,7.93E-05,1.42E-05,5.56E-05,5.97E-06,5.82E-07,5.52E-07,4.43E-07,3.76E-07,3.06E-07
301,0.058142275,0.17216341,0.21783228,0.21339196,0.063217625,0.19625002,0.04471984,0.017716978,0.009797084,0.004427127,0.001020337,0.000533716,0.000200785,0.000400785,8.81E-05,2.23E-05,2.15E-05,2.17E-05,1.72E-05,1.49E-05
302,0.017519362,0.07394186,0.20569867,0.3050586,0.10278796,0.20850302,0.061234213,0.019393347,0.004267788,0.001391397,0.000117197,4.49E-05,8.71E-06,2.92E-05,2.72E-06,2.44E-07,2.38E-07,2.38E-07,1.77E-07,1.41E-07
303,0.016972434,0.5348016,0.023632765,0.3218747,0.01892892,0.071610704,0.008220802,0.002300189,0.001464379,0.000181607,9.19E-06,2.26E-06,1.36E-07,1.92E-07,2.24E-08,1.68E-09,1.22E-09,6.37E-10,6.43E-10,5.53E-10
304,0.010631875,0.23722531,0.010746839,0.7393954,0.000998389,0.000812588,0.000151676,3.48E-05,2.90E-06,2.55E-07,7.01E-09,3.81E-10,1.22E-11,7.75E-13,1.06E-13,1.64E-14,7.51E-15,2.65E-15,2.50E-15,2.10E-15
305,0.09555131,0.18256909,0.19681929,0.15395787,0.12458392,0.14904815,0.05100443,0.021757152,0.013868275,0.005944167,0.002069592,0.001041442,0.000411496,0.000817317,0.000249072,6.91E-05,6.55E-05,6.79E-05,5.52E-05,4.97E-05
306,0.1064905,0.1175472,0.20874545,0.18103443,0.13750473,0.1503692,0.05381596,0.024424886,0.011323516,0.005241189,0.001708551,0.000691485,0.000280794,0.00049222,0.0001561,3.87E-05,3.64E-05,4.05E-05,3.06E-05,2.75E-05
307,0.113094054,0.12442812,0.22320604,0.21022296,0.10770823,0.1340152,0.04673762,0.021842934,0.010182058,0.004960202,0.001759018,0.000724202,0.000313907,0.000442324,0.000156462,4.68E-05,4.30E-05,4.82E-05,3.61E-05,3.26E-05
308,0.08183087,0.1399844,0.1808593,0.15908904,0.17319506,0.16364846,0.058254037,0.023996042,0.0119471,0.0045629,0.001284423,0.000535339,0.000175048,0.00043659,0.000110536,2.04E-05,1.94E-05,2.05E-05,1.62E-05,1.44E-05
309,0.08278756,0.14735693,0.17329262,0.20477313,0.12966855,0.16301085,0.055176634,0.023840297,0.012011079,0.004779624,0.001563751,0.000688749,0.000237424,0.000523057,0.000150901,3.17E-05,2.98E-05,3.12E-05,2.45E-05,2.18E-05
310,0.101133965,0.28346288,0.03845062,0.2344036,0.13531569,0.13869764,0.04249425,0.015678516,0.008152735,0.001552073,0.00045443,0.000124655,1.58E-05,4.45E-05,1.42E-05,1.29E-06,1.03E-06,7.45E-07,6.98E-07,6.64E-07
311,0.11831781,0.13209024,0.12430491,0.31807676,0.10061696,0.12755316,0.047654886,0.021265283,0.006546699,0.002263854,0.000817644,0.000237447,7.17E-05,0.000111054,4.03E-05,7.92E-06,6.70E-06,6.70E-06,5.18E-06,4.72E-06
312,0.1054552,0.23885486,0.074236125,0.24201305,0.19872773,0.08419192,0.035884947,0.013267619,0.005742055,0.001109475,0.000361686,9.65E-05,1.42E-05,3.06E-05,9.92E-06,1.14E-06,9.28E-07,7.72E-07,6.66E-07,6.14E-07
313,0.084953964,0.14650506,0.19338092,0.22106026,0.1096406,0.15341815,0.050308585,0.022117687,0.010846482,0.004614995,0.001499202,0.000665836,0.000247064,0.000460286,0.000136901,3.30E-05,3.08E-05,3.25E-05,2.52E-05,2.25E-05
314,0.11713292,0.22317506,0.092510805,0.21336938,0.090353966,0.17235954,0.049312722,0.020997923,0.012750512,0.004483966,0.001830988,0.000738568,0.000212,0.000462496,0.00017209,3.47E-05,3.02E-05,2.71E-05,2.33E-05,2.18E-05
315,0.037270598,0.15993461,0.2647363,0.5001217,0.00346246,0.028734913,0.004111096,0.001228427,0.000260792,0.000112681,1.79E-05,5.86E-06,1.75E-06,6.38E-07,1.16E-07,5.64E-08,3.97E-08,3.46E-08,2.52E-08,2.10E-08
316,0.031662807,0.26774788,0.07798182,0.31032586,0.04771693,0.20414515,0.037036426,0.012622548,0.008111895,0.002059773,0.000333811,0.000142242,2.37E-05,7.20E-05,1.18E-05,1.41E-06,1.23E-06,9.74E-07,8.58E-07,7.40E-07
317,0.030713022,0.24128652,0.15461467,0.2783777,0.04955778,0.18785663,0.03510315,0.011786356,0.007625589,0.002369291,0.000360035,0.000180289,4.20E-05,0.00010112,1.53E-05,2.65E-06,2.46E-06,2.17E-06,1.81E-06,1.53E-06
318,0.022416435,0.13359404,0.09209747,0.40535352,0.059839316,0.20986873,0.053611875,0.017023372,0.004785214,0.001157242,0.000153995,5.48E-05,8.36E-06,3.03E-05,3.95E-06,3.27E-07,3.01E-07,2.48E-07,2.04E-07,1.71E-07
319,0.008636554,0.19830452,0.030948566,0.6549318,0.01468063,0.07632649,0.012024597,0.003234254,0.000797571,0.00010754,5.95E-06,1.27E-06,8.17E-08,1.59E-07,1.45E-08,8.18E-10,6.57E-10,3.87E-10,3.41E-10,2.76E-10
320,0.000290948,0.004901045,4.87E-11,0.99394786,0.000855343,9.81E-07,3.53E-06,2.29E-07,9.33E-12,6.97E-16,4.82E-19,7.95E-24,9.49E-30,3.87E-30,5.83E-31,7.69E-37,1.05E-37,1.88E-39,4.38E-39,5.15E-39
321,0.07729965,0.09040649,0.20687893,0.16082445,0.18973254,0.16639213,0.06497386,0.026940376,0.010220589,0.004398247,0.00101217,0.000374889,0.000127998,0.000294868,6.85E-05,1.20E-05,1.14E-05,1.28E-05,9.63E-06,8.44E-06
322,0.12013448,0.07160397,0.21043381,0.14047684,0.24787788,0.12150665,0.055391163,0.02197698,0.006774068,0.002861395,0.000615492,0.000165223,5.38E-05,8.69E-05,2.32E-05,4.18E-06,3.75E-06,4.33E-06,3.14E-06,2.76E-06
323,0.08649083,0.14904681,0.13231885,0.21711475,0.15127714,0.16222776,0.059260525,0.024671437,0.011285421,0.003782791,0.00131962,0.000510233,0.000141894,0.000368629,0.000108805,1.76E-05,1.61E-05,1.61E-05,1.30E-05,1.17E-05
324,0.0876783,0.119451806,0.18230876,0.17435597,0.17848016,0.15611419,0.059454165,0.024875363,0.010802768,0.004194,0.001186534,0.000452361,0.000147477,0.000337938,8.91E-05,1.61E-05,1.50E-05,1.62E-05,1.25E-05,1.11E-05
325,0.07787031,0.16494009,0.23098634,0.20258528,0.082970075,0.15758699,0.04490016,0.01920636,0.010647778,0.004959965,0.001465573,0.000741445,0.000298393,0.000511314,0.000142986,4.21E-05,4.01E-05,4.23E-05,3.33E-05,2.92E-05
326,0.086716324,0.2650818,0.05318542,0.15156901,0.06703391,0.2809589,0.051212646,0.019944683,0.016349168,0.004984848,0.001476364,0.000640305,0.000142502,0.000493346,0.000137421,1.92E-05,1.70E-05,1.32E-05,1.25E-05,1.15E-05
327,0.030522773,0.093502864,0.027173497,0.16773714,0.040837597,0.49261847,0.095212646,0.032509517,0.012883178,0.004367291,0.001101068,0.000443023,8.81E-05,0.000816521,0.000150692,8.71E-06,8.66E-06,6.62E-06,6.14E-06,5.52E-06
328,0.008812513,0.30449083,0.09316975,0.4576566,0.020391563,0.09840821,0.012158163,0.003074611,0.001561674,0.000258371,1.23E-05,4.24E-06,3.89E-07,7.09E-07,5.07E-08,5.09E-09,4.28E-09,2.93E-09,2.52E-09,1.98E-09
329,0.03830768,0.17495209,0.0341699,0.43528333,0.12582526,0.119854346,0.051619396,0.015761638,0.003606607,0.000501911,8.97E-05,1.95E-05,1.55E-06,5.86E-06,1.10E-06,5.15E-08,4.11E-08,2.87E-08,2.55E-08,2.26E-08
330,0.040369123,0.07134254,0.041649893,0.44617957,0.18807173,0.10590539,0.07802912,0.024813186,0.00300706,0.000500987,0.000103133,1.83E-05,1.76E-06,6.60E-06,1.34E-06,5.74E-08,4.51E-08,3.73E-08,3.08E-08,2.65E-08
331,0.010245246,0.12645045,0.00192015,0.57073057,0.14203747,0.085652664,0.05294939,0.009244498,0.000741083,2.67E-05,1.62E-06,1.23E-07,1.15E-09,1.40E-08,1.27E-09,4.89E-12,3.22E-12,1.27E-12,1.41E-12,1.26E-12
332,0.03286816,0.11811501,0.025993532,0.4276372,0.060763486,0.23037864,0.07402783,0.024147771,0.004853328,0.000938026,0.000192022,4.71E-05,4.97E-06,2.70E-05,5.12E-06,2.30E-07,1.97E-07,1.40E-07,1.25E-07,1.10E-07
333,0.019953303,0.13240255,0.15646572,0.24376959,0.06576842,0.28975132,0.06023873,0.01933349,0.008513457,0.003006241,0.000356676,0.000184238,4.53E-05,0.000181111,2.01E-05,2.26E-06,2.31E-06,2.14E-06,1.71E-06,1.41E-06
334,0.06612154,0.22626267,0.00297449,0.48337647,0.14102198,0.04680796,0.025518779,0.007037359,0.00082548,4.64E-05,6.39E-06,4.24E-07,9.37E-09,2.72E-08,7.51E-09,1.06E-10,6.60E-11,2.82E-11,3.02E-11,2.98E-11
335,0.005534737,0.26031682,0.023461547,0.3911668,0.04090033,0.23587649,0.03228971,0.00676087,0.003336359,0.000335557,1.46E-05,4.37E-06,1.73E-07,1.39E-06,7.39E-08,1.68E-09,1.45E-09,8.20E-10,7.88E-10,6.39E-10
336,0.12225566,0.10529831,0.17370167,0.16922247,0.2471559,0.10351235,0.048599526,0.019800382,0.007013554,0.002361386,0.000689353,0.000191756,5.37E-05,9.47E-05,2.86E-05,4.87E-06,4.29E-06,4.69E-06,3.54E-06,3.16E-06
337,0.07534322,0.05316511,0.19079922,0.19407739,0.27318826,0.11354786,0.0654188,0.025754685,0.00582034,0.002222176,0.000436886,0.000113595,3.09E-05,6.01E-05,1.36E-05,1.80E-06,1.63E-06,1.88E-06,1.35E-06,1.16E-06
338,0.10352058,0.1358433,0.18353687,0.17170784,0.14845583,0.15710048,0.055662483,0.024117693,0.011867461,0.004924101,0.001604264,0.00065138,0.000237333,0.000483826,0.000146041,3.19E-05,2.97E-05,3.19E-05,2.48E-05,2.23E-05
339,0.057551343,0.67342,0.000572015,0.21759365,0.03159723,0.016019128,0.002360989,0.00070101,0.000178964,5.37E-06,2.19E-07,9.70E-09,8.71E-11,7.70E-11,2.03E-11,2.80E-13,1.48E-13,3.72E-14,4.94E-14,4.94E-14
340,0.000160516,0.26354456,3.13E-05,0.7361979,4.19E-05,2.26E-05,1.12E-06,1.03E-07,2.58E-09,1.14E-11,4.09E-15,2.01E-17,7.37E-21,2.25E-22,4.30E-24,1.88E-26,5.15E-27,4.81E-28,6.34E-28,4.66E-28
341,0.010701094,0.47699305,0.010242559,0.284416,0.02874589,0.16695157,0.015376836,0.003737996,0.002600578,0.000222545,9.30E-06,2.17E-06,7.23E-08,3.26E-07,2.62E-08,6.88E-10,5.12E-10,2.40E-10,2.62E-10,2.21E-10
342,0.026038554,0.10804928,0.16777237,0.3266636,0.045986395,0.24606961,0.05223327,0.018459056,0.005835046,0.002224272,0.0003328,0.00014913,4.14E-05,0.000118303,1.69E-05,2.32E-06,2.31E-06,2.22E-06,1.70E-06,1.40E-06
343,0.069930516,0.2651602,0.06179122,0.32363465,0.054951966,0.16423286,0.036274787,0.014198978,0.007134695,0.001933621,0.000475185,0.000159311,2.99E-05,6.56E-05,1.77E-05,2.47E-06,2.06E-06,1.60E-06,1.42E-06,1.28E-06
344,0.016638713,0.109969415,0.21734093,0.4776883,0.014961425,0.13864343,0.01736141,0.005490734,0.001382913,0.000454609,4.24E-05,1.54E-05,3.67E-06,5.64E-06,5.96E-07,1.01E-07,9.20E-08,9.00E-08,6.45E-08,4.97E-08
